id,root,affix,confidence,info,pos,tense,person,cases,singular,plural,question,negative,lexical_affixes,syntactical_affixes
73,bor/kuyla,(a)r,0.1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,bor/kuyla,(a)rdi,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,bor/kuyla,masdi,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
76,bor/kuyla,masdim,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
77,bor/kuyla,masdik,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
78,bor/kuyla,masdingiz,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
79,bor/kuyla,masdilar,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
80,bor/kuyla/chiq/cho'k,Gan,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,bor/kuyla/chiq/cho'k,Gandi,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,bor/kuyla/chiq/cho'k,Gandim,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,bor/kuyla/chiq/cho'k,Gandik,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,bor/kuyla/chiq/cho'k,Gandilar,1,utgan zamon,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
85,bor/kuyla/chiq/cho'k,Ganmidi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
86,bor/kuyla/chiq/cho'k,Ganmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
87,bor/kuyla/chiq/cho'k,Ganmidingiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
90,bor/kuyla,sinlar,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
91,bor/kuyla,sinmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
93,kel/kuyla,sinlarmi,1,,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL
96,bor/kuyla/chiq/cho'k,Ganmiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
97,bor/kuyla/chiq/cho'k,Gansiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,bor/kuyla/chiq/cho'k,Ganing,1,,NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,NULL,NULL,NULL
103,bor/kuyla/chiq/cho'k,Ganingdan,1,,NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,NULL,NULL,NULL
104,bor/kuyla/chiq/cho'k,Ganingda,1,,NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
105,bor/kuyla/chiq/cho'k,Ganingga,1,,NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,NULL,NULL,NULL
106,bor/kuyla/chiq/cho'k,Ganding,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,bor/kuyla/chiq/cho'k,Gandingmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
111,kel/kuyla,(a)yotgan,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,kel/kuyla,(a)yotganmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
113,kel/kuyla,(a)yotganmidi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
114,kel/kuyla,(a)yotganlar,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
115,kel/kuyla,(a)yotganlardan,1,,NULL,NULL,NULL,Chiqish,NULL,1,NULL,NULL,NULL,NULL
116,kel/kuyla,(a)yotganlardanmi,1,,NULL,NULL,NULL,Chiqish,NULL,1,1,NULL,NULL,NULL
117,kel/kuyla,(a)yotganlardanmisiz,1,,NULL,NULL,NULL,Chiqish,NULL,1,1,NULL,NULL,NULL
121,kitob/oyna,gina,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,kitob,largina,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
123,kitob,larnigina,1,,NULL,NULL,NULL,Tushum,NULL,1,NULL,NULL,NULL,NULL
124,kitob,dek,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,rais,lardek,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
127,yugur/sakra,(a)rdilar,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
128,yugur/sakra,(a)rmidi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
130,yugur/sakra,(a)rmiding,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
131,yugur/sakra,(a)rmidingiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
132,yugur/sakra,dimi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
133,yugur/sakra,dimilar,1,,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL
134,yugur/sakra,ding,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,yugur/sakra,dingiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,yugur/sakra,dingizmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
137,yugur/sakra,dingmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
138,yugur/sakra,ma,0.1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
139,yugur/sakra,mading,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
140,yugur/sakra,madingiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
141,yugur/sakra,madingizmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
142,yugur/sakra,madingmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
146,bor/kuyla/chiq/cho'k,Ganingiz,1,,NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,NULL,NULL,NULL
148,bor/kuyla/chiq/cho'k,Ganingizni,1,,NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,NULL,NULL,NULL
150,yugur/sakra/ek/chiq,Gancha,1,"G:{g,k,q}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,kun/oy/yil,gacha,1,"faqat vaqtni bildiruvchi suzlardan keyin, asr,qiyomat,yil [sanaladigan sonlardan keyn, keyingi yilgacha, 5-asrgacha]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,qil/et,Tir,1,"T:{t,d} Qoida: Tir odatda undosh harflardan keyin qushilyapti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,qil/et,Tirildi,1,Tir nisbatidan keyin il nisbati qo'shilgan holda so'z tamom bo'lmaydi. Maqolada qayd qilish uchun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,qil/et,Tirilgan,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,fuqaro,lariga,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
157,fuqaro,laridan,1,,NULL,NULL,NULL,Chiqish,NULL,1,NULL,NULL,NULL,NULL
158,fuqaro,larida,1,,NULL,NULL,NULL,Orin-payt,NULL,1,NULL,NULL,NULL,NULL
159,fuqaro,larining,1,,NULL,NULL,NULL,Qaratqich,NULL,1,NULL,NULL,NULL,NULL
164,fuqaro,larimizning,1,,NULL,NULL,NULL,Qaratqich,NULL,1,1,NULL,NULL,NULL
165,siz/biz,dagi,1,,NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
167,u/bu/siz/biz,lardagi,1,,NULL,NULL,NULL,Orin-payt,NULL,1,NULL,NULL,NULL,NULL
169,kitob/baho,(s)iga,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,kitob/baho,(s)idan,1,,NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,NULL,NULL,NULL
171,kitob/baho,(s)ini,1,,NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
172,kitob/baho,(s)ining,1,,NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,NULL,NULL,NULL
173,kitob/baho,(s)ida,1,,NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
174,ol/qo'y,dik,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,ol/bor,dim,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,ol/bor,dilar,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
179,ol/bor,dikmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
181,ol/bor,sang,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,ayt/kuyla,sak,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,ayt/kuyla,sakgina,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,ayt/kuyla,sam,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,ayt/kuyla,sammi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
189,ayt/kuyla,sakmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
191,ayt/kuyla,sangmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
194,ayt/kuyla,moqchimi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
195,ayt/kuyla,moqchisiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,ayt/kuyla,moqchisan,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,ayt/kuyla,moqchimiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
212,ayt/kuyla,Y,0.1,"Y:{a,y} ayta, kuylay, (sakray boshladi, ayta boshladi) Qoida: undoshdan sung {a}, unlidan sung {y} keladi.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,ayt/kuyla,(i)b,0.1,"aytib, kuylab, (sakra{b}, yugur{ib}) Qoida: undoshdan sung {ib}, unlidan sung {b} keladi.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,ayt/kuyla,Gay,1,"Q:{g,q} aytgay, chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}, q bn tugasas {q} bilan keladi.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,ayt/kuyla,moqchimiding,1,"Q:{g,q} aytgay, chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}, q bn tugasas {q} bilan keladi.",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
217,ayt/kuyla,moqchimidingiz,1,"Q:{g,q} aytgay, chiqqay. Qoida: q dan boshqa harf bulan tugasa {g}, q bn tugasas {q} bilan keladi.",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
220,u/siz/biz/kim/sen/men,(n)iki,1,"biz{niki}, sen{iki}. Qoida: agar n xarfi bilan tugasa {iki}, aks holda {niki} qo'shiladi.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,u/siz/biz/kim/sen/men,(n)ikimi,1,"biz{niki}, sen{iki}. Qoida: agar n xarfi bilan tugasa {iki}, aks holda {niki} qo'shiladi.",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
222,u/siz/biz/kim/sen/men,(n)ikidir,1,"biz{niki}, sen{iki}. Qoida: agar n xarfi bilan tugasa {iki}, aks holda {niki} qo'shiladi.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,u/siz/biz/sen/men,(n)ikichalik,1,"(n)ikicha degan qushimcha bo'lmaydi, (n)iki{cha}+{lik} birga qo'shilib keladi.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224,u/siz/biz/,larniki,1,Qoida: {lar} qushimchasidan keyin albatta {niki} shaklida qo'shiladi.,NULL,NULL,NULL,Tushum,NULL,1,NULL,NULL,NULL,NULL
225,u/siz/biz/,larnikichalik,1,Qoida: {lar} qushimchasidan keyin albatta {niki} shaklida qo'shiladi.,NULL,NULL,NULL,Tushum,NULL,1,NULL,NULL,NULL,NULL
227,yugur/bor/chiq,Ganlaridan,1,"Q:{g,q}",NULL,NULL,NULL,Chiqish,NULL,1,NULL,NULL,NULL,NULL
228,yugur/bor/chiq,Ganlarida,1,"Q:{g,q}",NULL,NULL,NULL,Orin-payt,NULL,1,NULL,NULL,NULL,NULL
229,yugur/yig'la/chiq,Ganlarini,1,"Q:{g,q}",NULL,NULL,NULL,Tushum,NULL,1,NULL,NULL,NULL,NULL
231,yugur/yig'la/chiq,Ganmidik,1,"Q:{g,q}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
235,yugur/yig'la/chiq,Ganmizmi,1,"Q:{g,q}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
236,yugur/yig'la/chiq,Ganmisiz,1,"Q:{g,q}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
237,yugur/yig'la/chiq,Ganmisan,1,"Q:{g,q}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
240,yugur/yig'la/chiq,Gansizmi,1,"Q:{g,q}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
242,ayt/uxla,may,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
243,ayt/uxla,maylik,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
244,ayt/uxla,mas,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
245,ayt/uxla,maslikni,1,uxlamaslikni bahona qilib,NULL,NULL,NULL,Tushum,NULL,NULL,NULL,1,NULL,NULL
246,ayt/uxla,masdan,1,uxla{masdan},NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,1,NULL,NULL
247,ayt/uxla,masliklari,1,uxla{masliklari} oqibatida axvoli og'irlashdi,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
248,ayt/uxla,maganligidan,1,uxla{maganligidan} xavotirda edi,NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,1,NULL,NULL
249,ayt/uxla,maganligi,1,uxla{maganligi} xavotirli edi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
250,ayt/uxla,magan,1,uxla{magan} ko'rinardi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
251,ayt/uxla,maganidan,1,uxla{maganidan} xavotirda edi,NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,1,NULL,NULL
253,qo'n/uxla,(a)yotgani,1,qo'n{ayotgani} tasvirlangan video,NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
254,qo'n/uxla,(a)yotganida,1,qo'n{ayotganida} tasvirga olingan video,NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
255,qo'n/uxla,(a)yotganini,1,qo'n{ayotganini} tasvirga oldi,NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
256,qo'n/uxla,(a)yotganligi,1,qo'n{ayotganligi} tasvirga olindi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,qo'n/uxla,(a)yotganligini,1,qo'n{ayotganligini} bilib qolishdi,NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
258,qo'n/uxla,(a)yotganligidan,1,qo'n{ayotganligidan} xavotirda edi,NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,NULL,NULL,NULL
260,bor/ayt,mayotgan,1,xech narsa sot{mayotgan} sotuvchi bor edi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
261,bor/ayt,mayotgani,1,xech narsa sot{mayotgani} uchun maoshsiz qoldi,NULL,NULL,NULL,Tushum,NULL,NULL,NULL,1,NULL,NULL
262,bor/ayt,mayotganligidan,1,ayt{mayotganligidan},NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,1,NULL,NULL
263,bor/ayt,mayotganligi,1,ayt{mayotganligi},NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
264,bor/ayt,mayotganligini,1,ayt{mayotganligini},NULL,NULL,NULL,Tushum,NULL,NULL,NULL,1,NULL,NULL
265,bor/ayt,mayotganini,1,ayt{mayotganini},NULL,NULL,NULL,Tushum,NULL,NULL,NULL,1,NULL,NULL
266,bor/ayt/chiq,Ganida,1,"Q:{g,q} bor{ganida}, chiq{qanida}",NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
267,bor/ayt/chiq,maganida,1,"bor{maganida}, chiq{maganida}",NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,1,NULL,NULL
268,bor/ayt/chiq,magani,1,"Q:{g,q} bor{magani}, chiq{magani}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,1,NULL,NULL
269,bor/ayt/chiq,Gani,1,"G:{g,k,q} bor{gani}, chiq{qani}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
271,bor/ayt/chiq,Ganini,1,"Q:{g,q} bor{ganini}, chiq{qanini}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
272,bor/ayt/chiq,Ganidan,1,"Q:{g,q} ayt{ganidan}, chiq{qanidan}",NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,NULL,NULL,NULL
274,bor/ayt/chiq,Ganingni,1,"Q:{g,q} ayt{ganingni}, chiq{qaningni}",NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,NULL,NULL,NULL
275,bor/ayt/chiq,Ganlari,1,"Q:{g,q} ayt{ganlari}, chiq{qanlari}",NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
276,bor/ayt/chiq,yapti,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
278,bor/ayt/chiq,salar,1,{lar} hurmatlash va ko'plik manosida keladi,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
280,bor/ayt/chiq,sangiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
283,bor/ayt/chiq,sangizgina,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284,bor/ayt/chiq,sanggina,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
285,bor/ayt/chiq,samgina,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,o'yla/ayt/chiq,Ganimdek,1,"Q:{g,k,q}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
288,o'yla/ayt/chiq,Ganimni,1,"Q:{g,k,q}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
289,o'yla/ayt/chiq/cho'k,Ganlarim,1,"Q:{g,k,q}",NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
290,o'yla/ayt/chiq/cho'k,Ganim,1,"Q:{g,k,q}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
292,o'yla/ayt/chiq/cho'k,Ganimdan,1,"Q:{g,k,q}",NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,NULL,NULL,NULL
293,o'yla/ayt/chiq/cho'k,Ganimda,1,"Q:{g,k,q}",NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
294,o'yla/ayt/chiq/cho'k,Ganmidim,1,"Q:{g,k,q}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
295,o'yla/ayt/chiq/cho'k,Ganmiding,1,"Q:{g,k,q}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
296,o'yla/ayt/chiq/cho'k,Ganmidingi,1,"Q:{g,k,q}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
297,o'yla/ayt/chiq/cho'k,Ganmidilar,1,"Q:{g,k,q}",NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL
299,o'yla/ayt/chiq/cho'k,di,0.1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,o'yla/ayt/chiq/cho'k,dinglar,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
305,o'yla/ayt/chiq/cho'k,dimmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
311,o'yla/ayt/chiq/cho'k,dilarmi,1,,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL
314,o'quvchi,san,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,o'quvchi,misan,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
317,o'quvchi,misiz,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
318,o'quvchi,miz,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
319,o'quvchi,mizmi,1,"Qoida: {man},{miz} o'zlik qo'shimchalari kelganda savolning {mi} qushimchasi orqasiga tushadi [o'quvchimanmi, o'quvchimizmi]. Agar {san},{siz} o'zlik qushimchalari kelganda savolning {mi} qushimchasi oldinga tushadi [o'quvchimisan]",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
320,o'quvchi,man,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
322,o'quvchi,manmi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
324,o'quvchi,larmi,1,,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL
326,kitob,larimiznigina,1,kitoblarimiznigina saqlab qoldik,NULL,NULL,NULL,Tushum,NULL,1,1,NULL,NULL,NULL
327,kitob,larimizdan,1,kitoblarimizdan faqat shuni saqlab qoldik,NULL,NULL,NULL,Chiqish,NULL,1,1,NULL,NULL,NULL
329,kitob,laringizning,1,kitoblaringizning qiymati,NULL,NULL,NULL,Qaratqich,NULL,1,NULL,NULL,NULL,NULL
330,kitob,laringizdan,1,kitoblaringizdan shularni ajratib oldik,NULL,NULL,NULL,Chiqish,NULL,1,NULL,NULL,NULL,NULL
332,oila/kitob,(i)mizning,1,"oila{mizning}, kitob{imizning}",NULL,NULL,NULL,Qaratqich,NULL,NULL,1,NULL,NULL,NULL
333,oila/kitob,(i)mizni,1,"oila{mizni}, kitob{imizni}",NULL,NULL,NULL,Tushum,NULL,NULL,1,NULL,NULL,NULL
334,oila/kitob,(i)mizdan,1,"oila{mizdan}, kitob{imizdan}",NULL,NULL,NULL,Chiqish,NULL,NULL,1,NULL,NULL,NULL
335,oila/kitob,(i)mizda,1,"oila{mizda}, kitob{imizda}",NULL,NULL,NULL,Orin-payt,NULL,NULL,1,NULL,NULL,NULL
336,oila/kitob,(i)mizga,1,"oila{mizga}, kitob{imizga}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
339,oila/kitob,(i)ngni,1,"oila{ngni}, kitob{ingni}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
340,oila/kitob,(i)ngda,1,"oila{ngda}, kitob{ingda}",NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
341,oila/kitob,(i)ngdan,1,"oila{ngdan}, kitob{ingdan}",NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,NULL,NULL,NULL
342,oila/kitob,(i)ngning,1,"oila{ngning}, kitob{ingning}",NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,NULL,NULL,NULL
343,oila/kitob,(i)ngga,1,"oila{ngga}, kitob{ingga}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,oila/kitob,(i)ngizni,1,"oila{ngizni}, kitob{ingizni}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
346,oila/kitob,(i)ngizning,1,"oila{ngizning}, kitob{ingizning}",NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,NULL,NULL,NULL
347,oila/kitob,(i)ngizda,1,"oila{ngizda}, kitob{ingizda}",NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
348,oila/kitob,(i)ngizdan,1,"oila{ngizdan}, kitob{ingizdan}",NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,NULL,NULL,NULL
350,oila/kitob,(i)mda,1,"oila{mda}, kitob{imda}",NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
351,oila/kitob,(i)mdan,1,"oila{mdan}, kitob{imdan}",NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,NULL,NULL,NULL
352,oila/kitob,(i)mga,1,"oila{mga}, kitob{imga}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
353,oila/kitob,(i)mni,1,"oila{mni}, kitob{imni}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
354,oila/kitob,(i)mning,1,"oila{mning}, kitob{imning}",NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,NULL,NULL,NULL
355,ruchka/kitob,larim,1,kitob{larim},NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
358,ruchka/kitob,larimni,1,kitob{larimni},NULL,NULL,NULL,Tushum,NULL,1,NULL,NULL,NULL,NULL
359,ruchka/kitob,larimda,1,kitob{larimda},NULL,NULL,NULL,Orin-payt,NULL,1,NULL,NULL,NULL,NULL
360,ruchka/kitob,larimdan,1,kitob{larimdan},NULL,NULL,NULL,Chiqish,NULL,1,NULL,NULL,NULL,NULL
361,ruchka/kitob,larimga,1,kitob{larimga},NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
363,ruchka/kitob,larimning,1,kitob{larimning},NULL,NULL,NULL,Qaratqich,NULL,1,NULL,NULL,NULL,NULL
365,ruchka/kitob,(i)mnigina,1,"ruchka{mnigina}, kitob{imnigina}",NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
367,ruchka/kitob,(i)mnimi,1,"ruchka{mnimi}, kitob{imnimi}",NULL,NULL,NULL,Tushum,NULL,NULL,1,NULL,NULL,NULL
